Wed Jun 19 16:07:43 +0000 2024,jamadagni_rama,@AzzamIzzulhaq Disini umat dihimbau untuk boikot produk pro Zionis eh ketuanya NU malah berdialog santuy dengan setanyahu gimana ceritanya bang,disini umat dihimbau untuk boikot produk pro zionis eh ketuanya nu malah berdialog santuy dengan setanyahu gimana ceritanya bang,"['disini', 'umat', 'dihimbau', 'untuk', 'boikot', 'produk', 'pro', 'zionis', 'eh', 'ketuanya', 'nu', 'malah', 'berdialog', 'santuy', 'dengan', 'setanyahu', 'gimana', 'ceritanya', 'bang']","['disini', 'umat', 'dihimbau', 'boikot', 'produk', 'pro', 'zionis', 'eh', 'ketuanya', 'nu', 'malah', 'berdialog', 'santuy', 'setanyahu', 'gimana', 'ceritanya', 'bang']",sini umat dihimbau boikot produk pro zionis eh ketua nu malah dialog santuy setanyahu gimana cerita bang,Positif
Wed Jun 19 07:43:42 +0000 2024,taeggvkz,atp aku ga akan ngehype bts secara legal as in streaming beli produk dll selagi mereka masih ada hubungan dengan zionist zionist itu. aku muslim aku manusia yg punya hati. boikot kpop ga akan bikin biasku miskin ga akan bikin mereka mati.,atp aku ga akan ngehype bts secara legal as in streaming beli produk dll selagi mereka masih ada hubungan dengan zionist zionist itu aku muslim aku manusia yg punya hati boikot kpop ga akan bikin biasku miskin ga akan bikin mereka mati,"['atp', 'aku', 'ga', 'akan', 'ngehype', 'bts', 'secara', 'legal', 'as', 'in', 'streaming', 'beli', 'produk', 'dll', 'selagi', 'mereka', 'masih', 'ada', 'hubungan', 'dengan', 'zionist', 'zionist', 'itu', 'aku', 'muslim', 'aku', 'manusia', 'yg', 'punya', 'hati', 'boikot', 'kpop', 'ga', 'akan', 'bikin', 'biasku', 'miskin', 'ga', 'akan', 'bikin', 'mereka', 'mati']","['atp', 'aku', 'ga', 'ngehype', 'bts', 'legal', 'as', 'in', 'streaming', 'beli', 'produk', 'selagi', 'masih', 'hubungan', 'zionist', 'zionist', 'aku', 'muslim', 'aku', 'manusia', 'yg', 'punya', 'hati', 'boikot', 'kpop', 'ga', 'bikin', 'biasku', 'miskin', 'ga', 'bikin', 'mati']",atp aku ga ngehype bts legal as in streaming beli produk selagi masih hubung zionist zionist aku muslim aku manusia yg punya hati boikot kpop ga bikin bias miskin ga bikin mati,Positif
Wed Jun 19 08:08:17 +0000 2024,adorablerj_,anjir malu bgt udah pede nyinyirin idol lain taunya bias sendiri masih pake produk boikot ,anjir malu bgt udah pede nyinyirin idol lain taunya bias sendiri masih pake produk boikot,"['anjir', 'malu', 'bgt', 'udah', 'pede', 'nyinyirin', 'idol', 'lain', 'taunya', 'bias', 'sendiri', 'masih', 'pake', 'produk', 'boikot']","['anjir', 'malu', 'bgt', 'udah', 'pede', 'nyinyirin', 'idol', 'taunya', 'bias', 'sendiri', 'pake', 'produk', 'boikot']",anjir malu bgt udah pede nyinyirin idol tau bias sendiri pake produk boikot,Positif
Wed Jun 19 16:19:57 +0000 2024,delacoevr, gamau boikot produk pro israel malah pada blg boikot kan pilihan masing² jgn maksa ??? Padahal kasarnya kl rakyat biasa terang²an pro palestine pun ttp aman² aja plis kalian ga terkenal. Tapi artis² ini MUNGKIN kl terang²an ntah apa yg mengancam krn sedunia kenal dia.,gamau boikot produk pro israel malah pada blg boikot kan pilihan masing jgn maksa padahal kasarnya kl rakyat biasa terang an pro palestine pun ttp aman aja plis kalian ga terkenal tapi artis ini mungkin kl terang an ntah apa yg mengancam krn sedunia kenal dia,"['gamau', 'boikot', 'produk', 'pro', 'israel', 'malah', 'pada', 'blg', 'boikot', 'kan', 'pilihan', 'masing', 'jgn', 'maksa', 'padahal', 'kasarnya', 'kl', 'rakyat', 'biasa', 'terang', 'an', 'pro', 'palestine', 'pun', 'ttp', 'aman', 'aja', 'plis', 'kalian', 'ga', 'terkenal', 'tapi', 'artis', 'ini', 'mungkin', 'kl', 'terang', 'an', 'ntah', 'apa', 'yg', 'mengancam', 'krn', 'sedunia', 'kenal', 'dia']","['gamau', 'boikot', 'produk', 'pro', 'israel', 'malah', 'blg', 'boikot', 'kan', 'pilihan', 'masing', 'jgn', 'maksa', 'padahal', 'kasarnya', 'kl', 'rakyat', 'biasa', 'terang', 'an', 'pro', 'palestine', 'ttp', 'aman', 'aja', 'plis', 'kalian', 'ga', 'terkenal', 'artis', 'mungkin', 'kl', 'terang', 'an', 'ntah', 'apa', 'yg', 'mengancam', 'krn', 'sedunia', 'kenal']",gamau boikot produk pro israel malah blg boikot kan pilih masing jgn maksa padahal kasar kl rakyat biasa terang an pro palestine ttp aman aja plis kalian ga kenal artis mungkin kl terang an ntah apa yg ancam krn dunia kenal,Positif
Wed Jun 19 16:25:59 +0000 2024,delacoevr,Kalo pengen bebasin orang mo boikot apa ngga bebasin jg dong artis mo speakup apa ngga. Kalo maksa artis speakup paksa jg orang² boikot produk zionis.,kalo pengen bebasin orang mo boikot apa ngga bebasin jg dong artis mo speakup apa ngga kalo maksa artis speakup paksa jg orang boikot produk zionis,"['kalo', 'pengen', 'bebasin', 'orang', 'mo', 'boikot', 'apa', 'ngga', 'bebasin', 'jg', 'dong', 'artis', 'mo', 'speakup', 'apa', 'ngga', 'kalo', 'maksa', 'artis', 'speakup', 'paksa', 'jg', 'orang', 'boikot', 'produk', 'zionis']","['kalo', 'pengen', 'bebasin', 'orang', 'mo', 'boikot', 'apa', 'ngga', 'bebasin', 'jg', 'dong', 'artis', 'mo', 'speakup', 'apa', 'ngga', 'kalo', 'maksa', 'artis', 'speakup', 'paksa', 'jg', 'orang', 'boikot', 'produk', 'zionis']",kalo ken bebasin orang mo boikot apa ngga bebasin jg dong artis mo speakup apa ngga kalo maksa artis speakup paksa jg orang boikot produk zionis,Negatif
Wed Jun 19 15:07:14 +0000 2024,Krbl90Pky,@yosefikr China aja bs bikin sosmed sendiri. Kata nya kmren hrs boikot semua produk asing skrng malah ribut sosmed di blokir. Bukan sosmed semua produk barat? Wkwkwk ,china aja bs bikin sosmed sendiri kata nya kmren hrs boikot semua produk asing skrng malah ribut sosmed di blokir bukan sosmed semua produk barat wkwkwk,"['china', 'aja', 'bs', 'bikin', 'sosmed', 'sendiri', 'kata', 'nya', 'kmren', 'hrs', 'boikot', 'semua', 'produk', 'asing', 'skrng', 'malah', 'ribut', 'sosmed', 'di', 'blokir', 'bukan', 'sosmed', 'semua', 'produk', 'barat', 'wkwkwk']","['china', 'aja', 'bs', 'bikin', 'sosmed', 'sendiri', 'kata', 'nya', 'kmren', 'hrs', 'boikot', 'semua', 'produk', 'asing', 'skrng', 'malah', 'ribut', 'sosmed', 'blokir', 'bukan', 'sosmed', 'semua', 'produk', 'barat', 'wkwkwk']",china aja bs bikin sosmed sendiri kata nya kmren hrs boikot semua produk asing skrng malah ribut sosmed blokir bukan sosmed semua produk barat wkwkwk,Negatif
Wed Jun 19 04:04:53 +0000 2024,haerinpacarku,anw semangat boikotnyaa teman teman pro pal ayo terus boikot barang/produk yg hasilnya masuk ke onoh,anw semangat boikotnyaa teman teman pro pal ayo terus boikot barang produk yg hasilnya masuk ke onoh,"['anw', 'semangat', 'boikotnyaa', 'teman', 'teman', 'pro', 'pal', 'ayo', 'terus', 'boikot', 'barang', 'produk', 'yg', 'hasilnya', 'masuk', 'ke', 'onoh']","['anw', 'semangat', 'boikotnyaa', 'teman', 'teman', 'pro', 'pal', 'ayo', 'terus', 'boikot', 'barang', 'produk', 'yg', 'hasilnya', 'masuk', 'onoh']",anw semangat boikotnyaa teman teman pro pal ayo terus boikot barang produk yg hasil masuk onoh,Negatif
Wed Jun 19 12:54:14 +0000 2024,aipondelapan,@erlanishere Aku juga begitu soalnya kesel bgt sama yg memaksakan boikot. Aku juga lagi beralih dari produk yg pro isriwil tapi semua butuh proses mau lgsg boikot semua ya silahkan. Kalo aku yang masih otw ya biarin juga. tau tujuannya baik tapi caranya maksa cara sampah gasuka!,aku juga begitu soalnya kesel bgt sama yg memaksakan boikot aku juga lagi beralih dari produk yg pro isriwil tapi semua butuh proses mau lgsg boikot semua ya silahkan kalo aku yang masih otw ya biarin juga tau tujuannya baik tapi caranya maksa cara sampah gasuka,"['aku', 'juga', 'begitu', 'soalnya', 'kesel', 'bgt', 'sama', 'yg', 'memaksakan', 'boikot', 'aku', 'juga', 'lagi', 'beralih', 'dari', 'produk', 'yg', 'pro', 'isriwil', 'tapi', 'semua', 'butuh', 'proses', 'mau', 'lgsg', 'boikot', 'semua', 'ya', 'silahkan', 'kalo', 'aku', 'yang', 'masih', 'otw', 'ya', 'biarin', 'juga', 'tau', 'tujuannya', 'baik', 'tapi', 'caranya', 'maksa', 'cara', 'sampah', 'gasuka']","['aku', 'begitu', 'soalnya', 'kesel', 'bgt', 'sama', 'yg', 'memaksakan', 'boikot', 'aku', 'lagi', 'beralih', 'produk', 'yg', 'pro', 'isriwil', 'semua', 'butuh', 'proses', 'mau', 'lgsg', 'boikot', 'semua', 'silahkan', 'kalo', 'aku', 'masih', 'otw', 'biarin', 'tau', 'tujuannya', 'baik', 'caranya', 'maksa', 'cara', 'sampah', 'gasuka']",aku begitu soal kesel bgt sama yg paksa boikot aku lagi alih produk yg pro isriwil semua butuh proses mau lgsg boikot semua silah kalo aku masih otw biarin tau tuju baik cara maksa cara sampah gasuka,Negatif
Wed Jun 19 14:05:26 +0000 2024,rararahman94,@Bang_Muun Lah dlu nenek moyang kita ngelawan belanda jg maling dan make senjata bawaan belanda jg lah. Lagian yg kami boikot jg produk yg punya subtitusinya. Kalo ada pengganti selain google ya kami siap ganti aplikasi lah. Lu bikin aplikasinya nnt kami yg beli. Kami kaya raya kok ,muun lah dlu nenek moyang kita ngelawan belanda jg maling dan make senjata bawaan belanda jg lah lagian yg kami boikot jg produk yg punya subtitusinya kalo ada pengganti selain google ya kami siap ganti aplikasi lah lu bikin aplikasinya nnt kami yg beli kami kaya raya kok,"['muun', 'lah', 'dlu', 'nenek', 'moyang', 'kita', 'ngelawan', 'belanda', 'jg', 'maling', 'dan', 'make', 'senjata', 'bawaan', 'belanda', 'jg', 'lah', 'lagian', 'yg', 'kami', 'boikot', 'jg', 'produk', 'yg', 'punya', 'subtitusinya', 'kalo', 'ada', 'pengganti', 'selain', 'google', 'ya', 'kami', 'siap', 'ganti', 'aplikasi', 'lah', 'lu', 'bikin', 'aplikasinya', 'nnt', 'kami', 'yg', 'beli', 'kami', 'kaya', 'raya', 'kok']","['muun', 'lah', 'dlu', 'nenek', 'moyang', 'ngelawan', 'belanda', 'jg', 'maling', 'make', 'senjata', 'bawaan', 'belanda', 'jg', 'lah', 'lagian', 'yg', 'boikot', 'jg', 'produk', 'yg', 'punya', 'subtitusinya', 'kalo', 'pengganti', 'google', 'siap', 'ganti', 'aplikasi', 'lah', 'lu', 'bikin', 'aplikasinya', 'nnt', 'yg', 'beli', 'kami', 'kaya', 'raya', 'kok']",muun lah dlu nenek moyang ngelawan belanda jg maling make senjata bawa belanda jg lah lagi yg boikot jg produk yg punya subtitusinya kalo ganti google siap ganti aplikasi lah lu bikin aplikasi nnt yg beli kami kaya raya kok,Negatif
Wed Jun 19 04:32:09 +0000 2024,Rokib_saidani,Perusahaan mamarika di Indonesia mulai PANIK karena kekompakan untuk tetap BOIKOT PRODUK MAMARIKA mereka mulai difisit keuangan pantes buzzeer zionis pesek pada keluar kandang Slow Masi banyak produk lainnya Tetap stay BOIKOT PRODUK MAMARIKA,perusahaan mamarika di indonesia mulai panik karena kekompakan untuk tetap boikot produk mamarika mereka mulai difisit keuangan pantes buzzeer zionis pesek pada keluar kandang slow masi banyak produk lainnya tetap stay boikot produk mamarika,"['perusahaan', 'mamarika', 'di', 'indonesia', 'mulai', 'panik', 'karena', 'kekompakan', 'untuk', 'tetap', 'boikot', 'produk', 'mamarika', 'mereka', 'mulai', 'difisit', 'keuangan', 'pantes', 'buzzeer', 'zionis', 'pesek', 'pada', 'keluar', 'kandang', 'slow', 'masi', 'banyak', 'produk', 'lainnya', 'tetap', 'stay', 'boikot', 'produk', 'mamarika']","['perusahaan', 'mamarika', 'indonesia', 'mulai', 'panik', 'kekompakan', 'tetap', 'boikot', 'produk', 'mamarika', 'mulai', 'difisit', 'keuangan', 'pantes', 'buzzeer', 'zionis', 'pesek', 'keluar', 'kandang', 'slow', 'masi', 'banyak', 'produk', 'lainnya', 'tetap', 'stay', 'boikot', 'produk', 'mamarika']",usaha mamarika indonesia mulai panik kompak tetap boikot produk mamarika mulai difisit uang pantes buzzeer zionis pesek keluar kandang slow mas banyak produk lain tetap stay boikot produk mamarika,Negatif
