"Berasa bangga ama Aurora pas ngestalk insta nya jarang² artis luar terutama barat yang terang² an menyuarakan Pllestin ampe ikut² an boikot produk pro israhell. Kuy dengerin lagu²nya bagus banget buat yang suka ovt https://t.co/NEzufSG3ke",positif
"DAMPAK BOIKOT PRODUK PENDUKUNG ISRAHELL DI SELURUH DUNIA SUNGGUH LUAR BIASA‼️ https://t.co/H9knFikbJn",netral
"cw // kpop genos*de z1onist Sok siapa lagi artis yg terang2an pake/endorse produk israhell? Spill di komen biar yg lain pada tau. Kita boikot rame2!! 🇵🇸 https://t.co/0Bf9t1M3Pp",positif
"Boikot itu artinya : kamu tidak membeli produk yg diboikot. Bukannya malah : memukuli orang lain yg tidak memboikot produk tersebut. Dan lagi apa faedahnya mukulin saudara sebangsa setanah air yg cuman minum kopi demi membela bangsa asing ?? https://t.co/yrH7imdpf1",netral
"Aksi Bela Palestina di Bandung dan Jakarta Massa Ajak Boikot Produk Israel Kebiadaban Israel terhadap Palestina mengundang simpati ribuan warga Bandung dan Jakarta untuk menyerukan kemerdekaan pada Pelestina. Dalam aksi tersebut massa juga meminta pada warga Indonesia untuk https://t.co/HfrWNWBlZh",positif
"Boikot gak ngaruh? NGARUH Seumur-umur baru kali ini dapat WA-blast dari bank eh isinya info diskon produk boikot. Diskon hampir separuh harga dalam dua hari selama sepekan. Bener-bener niat cari pelanggan ini mah. https://t.co/qlbkcuYFqp",netral
"Yg biasa mampir di kopi kenangan sebaiknya di re kondisikan deeh Gw sekali waktu di semarang sama ayank minum kopi kenangan Coba cek juga produk dibawah ini Lanjut boikot produk2 yg Berafili dgn Zionis ya gesss... https://t.co/umV0ZwroUI",positif
"Tetap boikot produk pendukung genosida yang terafiliasi dgn teroris zionis Israel kalau bisa tinggalkan untuk selama-lamanya. https://t.co/ba5S2SyNaC",positif
"Jika boikot produk atau komoditas yg berafiliasi dengan Zionis Israel dan negara-negara sekutunya itu tidak berpengaruh apa-apa mengapa mereka: 1. Mendadak klarifikasi 2. Mendadak 'peduli dan donasi'. 3. Mendadak mengubah desain kemasan tema dll yg lebih 'ramah Palestina'.",netral
"Hapalkan baik-baik. Kita #Boikot produk-produk ini bersama-sama ️🇵🇸 #TerusBoikotIsrael https://t.co/q5FJr9DKRK",positif


"KAMMI Bandung Serukan Lagi Aksi Boikot Produk Pro Zionis - https://t.co/YIcPEIZv8Q https://t.co/9K2Y5XH3HI",positif
"Meskipun gerakan boikot terhadap berbagai produk yang diduga terafiliasi dengan israhelll baru pertama kali terjadi namun jika kita cermati lagi boikot yang terjadi hari ini senada dengan janji kemerdekaan yang tertuang dalam Pembukaan UUD 1945. #TerusBoikotIsrael",positif
"FRRR. lu mau naikin ht silakan sebanyak banyaknya. tp jangan larang org buat ngehype member itu udh pilihan dia dan lu pd gaada hak buat ngelarang. kecewa lah dll freakkkk urus aja hidup lu sendiri gausah urusin hidup org. boikot produk bukan artis idiot. beneran kesel gua jir",negatif
"menurutku ini salah satu kopi terbaik di daerah ku dan harga nya jauh lebih murah daripada sbux segini aja harga nya 23rb coy makanya daripada kalian beli produk boikot masih ada kok tempat lain yang bahkan jauh lebih enak dan lebih murah. https://t.co/aOq234WJdw",positif
"Wasekjen MUI: Boikot produk terafiliasi Israel adalah jihad. #boycott https://t.co/cXrWiBgouO",positif
"@dearpupies @tanyarlfes Standar ganda apanya sih kak? LV itu gk masuk list BDS tp kalo kamu mau boikot ya silahkan itu hak mu. udah 8 bulan lebih genosida dan kampanye boikot masih banyak yg gangerti. boikot yg efektif itu bukan semua produk diboikot tapi yg terfokus jangka panjang dan masif. https://t.co/tIOjmXtA5u",positif
"Boikot terhadap produk produk yang memberi dukungan terhadap Isr4el membuat saham perusahaan terus anjlok. Lanjut boikot jangan kasih kendor ️🇵🇸 #TerusBoikotIsrael https://t.co/DBt1S8jkkN",positif
"Tetap Istiqomah dan Lanjutkan Boikot Semua Produk Israel Yahudi Demi Membela Palestina dari GENOSIDA TERORIS ZIONIS YAHUDI. @myputun https://t.co/0X0GvT36SR",positif
"𝑷𝒆𝒎𝒆𝒓𝒊𝒏𝒕𝒂𝒉 Harus Tegas Mengklarifikasi Daftar Produk/Perusahaan Yang Terafiliasi Israel Mencegah Kegaduhan Dalam Masyarakat. 𝑱𝒊𝒌𝒂 Aksi Boikot Terus Berlarut Semakin Banyak Perusahaan Bangkrut Dan Jutaan Jiwa Di PHK. 𝑵𝒈𝒂𝒏𝒈𝒈𝒖𝒓 https://t.co/iDCYI89Ti8 https://t.co/O2ZmBPzCoG",netral
"Masih bingung antara boikot produk Zionis atau peduli lingkungan guys https://t.co/nTUaHwqMaR",netral
"Boikot produk-produk setan! Tidak ada kata netral. 🇮🇩️🇵🇸 https://t.co/NSJBgC4jFO",positif
"Jika boikot terhadap produk yg terafiliasi dengan penjajahan tidak berpengaruh lalu untuk apa segala macam promosi dan discount digencarkan? Tetap jauhi. Jika tak peduli tentang pembantaian dan penjajahan pedulilah tentang kesehatan. Ya kesehatan tubuh kalian. https://t.co/8V1Wu4NQCV",positif
"tanyarl liat nih idol lokal yg pake produk boikot + melanggar golden rules JKT48 ga member ga staff sama aja tolong kasih edukasi ya ke member dan staff nya juga fansnya jangan tutup mata!! tapi ada juga yg mengedukasi (sender salut) https://t.co/IsfYOr5PXd",negatif
"Mari kita Boikot sama-sama produk Zionis Isr4hell sesuai Fatwa MUI Daftar produk Isr4el yang ada di Indonesia #TerusBoikotIsrael https://t.co/ZSZJQzOhvE",positif
"Terlepas dari adanya aksi boikot konsumen berhak utk memilih produk apa yg dia mau beli produsen atau penyedia jasa/barang tdk bisa menyalahkan konsumen utk pilihannya itu Byk yg bisa survive dari sejak jaman covid yakin rezeki itu ada dimana2 berdoa &amp; ikhtiar terus ya https://t.co/GzGnY9r9f4",netral
"Boikot produk-produk setan! Tidak ada kata netral. #TerusBoikotIsrael https://t.co/6esXDwBt99",positif
"TW// CW// BOIKOT Hyeri terang an promosiin produk isri-wil &amp; (di ige KFC Korea isinya muka dia semua) &amp; bbrp bulan lalu foto pegang coca-cola di feeds KEEP BOYCOTTING TANPA PILIH-PILIH -star https://t.co/tZGq1bBn6Z",positif
"BENER. WORTH IT. JADI mari kita mulai rajin kalo lagi belanja cek barcode dulu pake ini hihii bermanfaat banget buat kita² yg lg boikot produk isriwil https://t.co/2EWFdPAX9a",positif
"Tetap semangat boikot produk Isr4el #TerusBoikotIsrael https://t.co/B5UfsCLPhL",positif
"Bismillah Ada apa dgn anak² skrng ini Dgn usia mereka yg se muda itu sdh bicara yg tdk baik soal Warga Palestina yg skrng di Genosida Zionis!! Tontonan yg mereka lihat dgn pemberitaan pro &amp; kontranya soal Boikot Produk Israel membuat anak² ini tak ada rasa empati Miris!! https://t.co/BU8TZuNJsy",negatif
"Video Menarik knp kita harus memboikot barang2 Isr4el!? Mohammed al-Nas pemuda asal Libya mengunggah klip bertema boikot produk pro-Isr4el yg menarik perhatian pengguna medsos. Sebarkan agar semakin banyak org yg sadar knp harus membaikot produk Isr4el!? #TerusBoikotIsrael https://t.co/iVgoUa7rqw",positif
"Boikot Produk Isr4el dan produk pundukung genosida #TerusBoikotIsrael https://t.co/iBVHp7qTPN",positif
"tolonng ini bisa bisanya di dalem biskuitnya ada garemnya coba kombinasi baru garam dan coklat inimah Kalo boleh kirim 1 dus buat ganti kepercayaan customermu ini karna produk sebelah boikot https://t.co/mckSACeKW9",negatif
"Aktivis Tunisia🇹🇳 menyerukan boikot terhadap produk-produk yang mendukung Zionist Yahudi. #GazaGenocide‌ #FreePalestineFromZionists #FreePalestine 🇵🇸 https://t.co/wlLquqIvk8",positif
"Meskipun gerakan boikot terhadap berbagai produk yang diduga terafiliasi dengan Israel baru pertama kali terjadi namun jika kita cermati lagi boikot yang terjadi hari ini senada dengan janji kemerdekaan yang tertuang dalam Pembukaan UUD 1945. #TerusBoikotIsrael",positif
"Boikot produk-produk Isr4hell dan produk-produk yang mendanai Isr4hell ️🇵🇸 #TerusBoikotIsrael https://t.co/kPeLCUIe8w",positif
"Bismillah Ajakan Boikot Produk Israel di Tanah Air bnyk dilemanya masih bnyk buzzer² pendukung zionis pd berkeliaran !! Ajakan boikot secara halus salah !! Boikot dgn Aksi demi kesadaran kita jg masih salah !! Pointnya : Kesadaran warga +62 tntng boikot ini sangat kurang !! https://t.co/fTSgCKOhQD",netral
"aksi boikot produk yang dianggap terafiliasi dengan israhelll masih terus berlanjut #TerusBoikotIsrael",positif
"Emak-emak Inggris dengan berani mendatangi supermarket besar lalu menempelkan stiker boikot di produk asal Israel dan produk dari perusahaan yang mendukung penjajahan dan genosida Israel atas Palestina. Kalau di Konoha pasti emak-emak ini sudah ada yang nyinyirin... https://t.co/tPEgTu6Kjq",positif
"Kata siapa mau boikot atau nggak silahkan? Gerakan ini menghujat siapapun yang gak mau baikot. Menghujat siapapun yang menikmati produk yan mereka boikot. Dan sekarang kalian bangga membully Dan mendoxing bocil SMP seolah2 mereka yakin kalau nih bocil gak bisa dididk baik2",netral
"MENANGGUNG RUGI KARENA BOIKOT KATA SIAPA BOIKOT NGGA NGARUH? AYO BOIKOT TERUS PRODUK ISRAHELL‼️ https://t.co/NDH3ozZReo",positif
"Solidaritas nyata: boikot produk Zionis untuk Palestina #TerusBoikotIsrael https://t.co/V0xupzCgNh",positif
"Ternyata kaum syi'ah itu hanya gimmick pd konflik di Palestina. Contoh penyerangan Iran di tel afif kemarin itupun gimmick. Jgn tergoda tetap boikot produk pangan negara² yg terafiliasi isrewel. Assalamu'alaikum sobatku org² baik. #FreePalestine #FreeGazaRafah ️ https://t.co/ANVC3L42Is",positif
"Setiap langkah kita penting: boikot produk Zionis untuk keadilan. #TerusBoikotIsrael https://t.co/MUXl6jGRpx",positif
"Bersatu dalam aksi: boikot produk Zionis sekarang #TerusBoikotIsrael https://t.co/H82JD20zK8",positif
"Mari bersama-sama boikot produk Zionis demi kemanusiaan #TerusBoikotIsrael https://t.co/4Y26hJe8En",positif
"Solidaritas untuk Palestina: Boikot produk Zionis dan produk yg pro Isrewel #TerusBoikotIsrael https://t.co/7AopiwrSb8",positif
"Merujuk pada lembaga dan Organisasi kredibel dalam melakukan aksi boikot agar gerakan boikot lebih fokus dan terhindar dari jebakan penumpang gelap persaingan bisnis Salah satunya dengan perjuangan boikot brand/produk pendukung zionis yg sudah diinfokan oleh @GerakanBDS_ID https://t.co/KCwPT4b69Y",netral
"lagian beli produk boikot",netral



"Ternyata seruan boikot produk pendukung israel itu berasal dari hamas dan hamas pesek yang berciri salafi Wahabi jodat gosong katok cingkrang dan jenggotan panjang kayak rabbi yahudi",negatif
"iya kan makanya gue agak kesel sama orang yang ngeluh boikotnya banyak blablabla ya kalo gak bisa boikot semua ya ikut list bds aja anjir gue juga belom bisa stop semua produk pro sana tapi ya gue konsisten ngikutin bds karena ini yang paling utama:)",positif
"Boikot Yuk Produk Produk ABC @KraftHeinzCo @CocaCola_ID @MDLZ @Pizza_HutID @pizzahut #Boycott this Produk.. https://t.co/JpaOFHm7qe",positif
"TW // CW // BOIKOT Tiada hari tanpa artis korea konsumsi produk zio-nist Mbak Hyeri terang an promosiin produk isri-wil sampai photoshoot breng burger KFC &amp; beberapa bulan lalu foto pegang coca-cola taroh feeds PLEASE KEEP BOYCOTTING EDUCATE TANPA PILIH-PILIH https://t.co/2eHYIMQTo6",positif
"Prihatin Situasi di Gaza KOSPY Keluarkan 9 Sikap Termasuk Boikot Produk yang Terafiliasi Zionis https://t.co/U8E5YEr3T1 #TempoNasional",positif
"Saya pergi kebanyakan Mamak tukar produk. Maggi ke Indomie Numee Cintan. Milo ke Myvic. Nescafe ke Indocafe. Tapi ada kedai melayu yang tak ada kesedaran boikot produk Nestle.",netral
"Pada tau kan arti NAPITER ? Ko 11 12 ya dengan para pendukung Palestina yg boikot produk Israel. Terus main fisik ? Yahhh sama juga kelakuannya sm Hamas teroris. Menyedihkan.",negatif
"Pemerintah harus urun rembuk soal boikot harus ada edukasi agar tak menambah beban ekonomi seperti yg diminta PHRI. Minimal memberikan guideline utk Gerakan sosial yang dilakukan masyarakat. agar tak menjadi liar dan dimanfaatkan untuk kepentingan bisnis https://t.co/bFz4IwiBaS https://t.co/ftO2j4JL9q",netral
"Wasekjen MUI kobarkan 'Jihad' boikot produk terafiliasi Israel https://t.co/sTNI63ZRqe",positif
"RESEP LASAGNA TANPA OVEN??️ ternyata bisa loh bikin lasagna tanpa oven.. dan tanpa pake produk boikot juga tentunya. simple enak puas! YUMMERS https://t.co/020JgsMcDQ",positif
"Sekali lagi gw berharap semoga informasi MUI mau bikin fatwa mempromosikan atau jadi BA produk terafiliasi Israel hukumnya haram bukan cuma jadi desas desus doang semoga aja beneran jadi kenyataan Jangan sampai nantinya gerakan boikot untuk melemahkan Israel justru melemah https://t.co/PiaoroMlIc",netral
"Pemerintah harus urun rembuk soal boikot harus ada edukasi agar tak menambah beban ekonomi seperti yg diminta PHRI. Minimal memberikan guideline utk Gerakan sosial yang dilakukan masyarakat. agar tak menjadi liar dan dimanfaatkan untuk kepentingan bisnis. https://t.co/rlO9wZU4Vy https://t.co/Ie96hBKlyO",netral
"Lho ada produk boikot si PEPSI",netral
"Massa Serukan Aksi Boikot Produk Terafiliasi Zionis - Sindo Sore 09/06 https://t.co/DFIlv0yL8V",positif
"Jujur aku dari dulu hampir ga pernah beli produk yg ada di target boikot itu karena selain pertimbangan harga lokasinya jg lumayan jauh dr rumah ((mager)). Pernah tp bukan yg terus2an. Hamdalah di daerah rumah tuh banyak penjual makanan kayak yg target boikot dan lebih enak.",positif
"Postingan saya tentang fatwa boikot produk Israhell dari MUI di semua medsos saya langsung diserang Buzzer Z10N1S. Komen selain maki2 juga banyak yg komen ayo tinggalkan IG FB klo ceramah ke luar kota atau umroh haji jgn naik Boieng dsj. Hehehe...makanya baca fatwa lengkap. MUI",positif
"Cukup serukan boikot produk gosah ngerusak palagi sampe melukai orang. Dah gitu pengecut mau lari ke Sorong. Hal2 smacem ini dan orang2 anarkis bgini klo dibiarkan bakal picu perpecahan bangsa sndiri.. Ane setuju tindakan aparat cyduk! https://t.co/81h3D9oLqU https://t.co/17M7Ra4E1G",netral
"@yjunxchoi C0la ga masuk bds Bukan fokus boikot kita Yj setelah banyak yg komen gitu juga terus ganti minumnya ke air putih So. Keknya kita yang perlu diedukasi biar tau produk apa aja yang diboikot https://t.co/cSNVbygWMe",netral
"Viral Aplikasi No! Thanks untuk Boikot Produk Pro Israel Simak Fakta-faktanya https://t.co/rXJ7Tof2rJ",netral
"Aksi boikot akan berdampak secara efektif jika penolakan dilakukan terhadap produk impor yang memang didatangkan langsung dari israhelll. #TerusBoikotIsrael",positif
"Sambil menunggu fatwanya jadi kita yg hanya butiran debu ini jangan sampai terpengaruh kilauan artis kari BA produk pro zionis. Gak perduli artis yg jadi BA nya gerakan boikot harus makin kuat supaya cita2 kita membantu Palestina terasa sampai kesana. Karena dengan memboikot https://t.co/I7ANTNlTsa",positif
"sekali lagi boikot itu stop beli produk bukan rusuh sana sini goblok",negatif

"aksi boikot akan berdampak secara efektif jika penolakan dilakukan terhadap produk impor yang memang didatangkan langsung dari israhelll. #TerusBoikotIsrael",positif
"Gak mau boikot ya udah mau tetap beli produk Israel🇮🇱 itu pun hak kalian. Tapi mengolok² pihak yang anti apalagi sampai bawa² darah daging &amp; tulang anak Palestina 🇵🇸 itu sih udah keterlaluan. Selamat kalian udah terkenal. Ortu kalian pasti bangga https://t.co/qhOcDP2T6K",netral
"Drun bukan kaleng-kaleng yg menyatakan HAMAS adalah organisasi teroris. Yg bilang adalah 3 negara Islam: Arab Saudi UEA &amp; Mesir. KFC Starbucks McD kalian boikot walaupun banyak warga Indonesia yg bekerja di sana. Gue mau lihat loe punya nyali gak ngedemo ketiga negara tsb? https://t.co/3ZI8aXSpiS",negatif
"Kasih rating 1.0 untuk KFC Lamnyong yang udah ngetawain kejadian di Palestina. Miris banget guys Orang Aceh wajib boikot kfc Lamnyong!!! #AlleyesonRafah #boikotkfc https://t.co/oAptCWfnpH",positif
"btw gais ini emang kfc boikot ya karena kfc gaada di list bds /gen https://t.co/uPVAEjjuCQ",netral
"Moots mau nanya deh kalo berdasarkan list yang dikasih BDS ini berarti hitungannya kfc gak masuk produk boikot yaa? Beritanya lumayan simpang siur soalnyaa.. https://t.co/l7a29qr9ug",netral
"ga gitu juga sebenernya. fokus boikot sesuai target bds itu HARUS tapi kalo mau boikot produk pro israel yang ga masuk list juga boleh aku kasih contoh yang mirip dengan KFC kenapa ga masuk list tapi publik tetep nyuruh boikot. https://t.co/nQx22FMYTF",netral
"Kelompok boikot ini knp ya kekeuh dgn produk2 F&amp;B asal Amerika dan ga do some research ttg produk Israel? Pdhl mrk itu produk ekspornya mostly IT products. Klo mau bener2 boikot ya hindari utk memakai Google dll. Klopun Mcd KFC jatuh yg rugi US (itupun ga bnyk) &amp; bukan Israel. https://t.co/BVFOSH6fQu",negatif
"boikot mcd kfc mangan dkriuk bolo https://t.co/na8S7GtLI8",positif
"Andewe wes gencar2e boikot malah mertuoku ngongkon tuku kfc gara2 promo https://t.co/RHzH1mm6z7",negatif
"Beli SABANA......!!! Boikot KFC.......!!!",positif
"Simply karna org-org yg mostly indo itu hateful bikin males. Kalo boycott minimal gak usah marahin orang yang boikot apalagi org lagi makan/kerja dirusuhin. Kita semua cari rezeki yang kerja di stall mcd kfc starbucks itu ada yg muslim jg. Boycott gapapa asal gk ganggu.",netral
"Lu kata nge boikot kfc sama dengan stop makan. Ngeboikot artinya pindah warung. Pindah warung dri kfc ke umkm yg artinya ttp support org sini jg kocak",positif
"bukan salah orang yg boikot emang kfc nya yg ga becus manage karyawannya. emang selama ini pas lu semua beli kfc pada mikirin gimana karyawan cfc? gimana pendapatan penjual dkriuk d besto nikita?",netral
"Kalau boikot berjalan lancar (amin ya Allah) seharusnya McD jga kena tfie org milih ke McD drpd KFC ya berarti emang nyatanya KFC itu bukan target kebanyakan orang lagi yang boikot McD lebih banyak di banding KFC",positif
"pertanyaan aku bbrp hari ini ko orang tolol knp msh ada didunia ini ya mksdnya kaya masalah boikot yang gampang bgt anjir tinggal boikot kfc mekdi sbux sesusah itu kah?? pdhl ga beli itu jg gabakal mati lagian juga masih ada alternatif yang lebih murah + enak",positif
"mengingat Boikot KFC gw dah sering nemu konten jastip bundle Epep X Kaepci indo jir mana banyak lagi yg beli sialan",negatif
"Kelakuan Gen-Zero Indonesia yang paling Palesnistism 'en Hamanism ! Boikot Produk AS ??? Ironisnya KFC di Mekkah Laris Manies Gaes.... wkwkwkwk https://t.co/qiBIC4NOXz",negatif
"Tidak Masuk Daftar List Boikot BDS Benarkah KFC Diblacklist? https://t.co/7AVTFcSfzT",netral
"nah jadi pilihan masing-masing deh mau boikot ĶFC atau gak. soalnya kata admin BDS begini. pokoknya fokus boikot list BDS ini aja ya guys. jangan boikot di luar BDS! biar lebih terarah dan gak ada perdebatan apa-apa lagi. https://t.co/L2aVgPs5et",netral
"BOIKOT KFC spt ini lah analoginya... https://t.co/H2IfYt6vLg",netral
"@kadrunmampos Orang Indonesia aja yg sok bela palestina dengan boikot kfc dan membuat saudara sendiri hilang pekerjaan dasar idiot",negatif
"lu ga beli kfc mekdi karena lagi boikot gw ga beli kfc mekdi karena dkriuk luwih enak ancok kita beda",netral
"@kadrunmampos Kfc ga masuk prioritas boikot sih ga sebahaya brand dibawah ini https://t.co/oxOUpaknoV",negatif
"hadeuh td lwt tl tp kelewat gini Klian yg koar koar free plstine &amp; boikot kfc ggr itu anak sy g perpnjg kontrak &amp; skrg nganggur pdl pny ank istri ntizen pd muka 2 njir. Bru godaan dajjal ringan loh itu",negatif
"Ngeri! Dampak Boikot Anti-Israel di Asia McDonald s dan KFC Alami Kerugian Hingga Tutup https://t.co/Ecod92aN0t #kfc #mcdonalds #boikot #anti #israel #rugi #tutup",negatif
"Boikot KFC di Indonesia. Ternyata KFC makanan favorit teroris Hamas. Makan tulang Palestina https://t.co/kHNlNz7BMk",positif
"Org boikot kfc bukan sbb ayam kecik dah sebenarnya tapi boikot kfc sbb bawah jcorp. Boikot jcorp.",positif
"tapi ya ngga apa ngga lantas langsung kok lo ngga boikot KFC sih! kan blablabla.. boikot atau ngga itu urusan dia pilihan dia.",netral
"Boikot nya tetep lanjut ya :) efek nya besar kok sbux daerah gw tutup krn efek boikot.. kalo kfc mcd udah gak serame dulu.. so istiqomah ya boikotnya.. Produk2 gak cuma dr 3 merk tsb jga loh..",positif
"anyway aku pro boikot tapi denger dari saudara ku yang pernah kerja di kfc juga begini temennya banyak yg kena phk karena boikot dan aku juga sempet mau kerja disitu tadinya dan saudara aku sendiri bilang jangan omset turun banget lagi banyak yg di phk",netral
"Saya dukung Palestina Merdeka tapi bukan bagian dari tim boikot produk yg indikasinya dukung Israel. Lagi pula KFC di Malaysia tutup Israel tetep bombardir Palestina. Boikot hanya perang dagang yg menggunakan perang sebagai alasan persaingan antar perusahaan",netral
"KFC Malaysia Tutup 100 Gerai Imbas Aksi Boikot Produk Israel. https://t.co/YA8buGyn0i",negatif
"McD dan KFC masih langganan arab muslim. Tidak ada boikot. Hanya Hamas pesek yang demo boikot tapi diam2 pesan online. Jiahhhh... https://t.co/LB6aMJUmkb",negatif
"kalau analisa saya sprtnya memang aksi bela palestina dan boikot kfc mcd starbucks dll itu buatan dari intel mosad israel sendiri tujuannya bikin rusuh negara yg ga terlibat shg berdampak pd ekonomi dan konflik. buktinya? tdk ada komentar/bantahan/upaya meredam dr israel",negatif
"Masyarakat yang boikot ga makan kfc juga tetep punya alternatif makanan lain tetap membeli makanan di tempat lain dan membantu menghidupi penjual makanan lain. Syukur2 malah meningkatkan umkm kuliner lokal. Pemikirannya jangan sempit hanya karena KFC brand besar.",positif
"Teruskan boikot KFC dan Pizza Hut.",positif
"Tokopedia gak diboikot lho kenapa justru banyak PHK karyawan? Sbux KFC &amp; McD banyak boikot tapi karyawannya gak banyak terancam. Jadi sebenernya isu boikot = bikin sodara sendiri di PHK itu gak relevan ya setan!",negatif
"Sekarang ni aku rasa ada sebab yang amat jelas utk boikot KFC. #ytjt",positif
"Emir Arab dng uangnya ingin membangun kerajaan bisnis yg sdh terlebih dulu dikuasai Amerika DKK (sejenis starbuck sejensi kfc persepakbolaan dll) Dalam membuat bangkrut pendahulunya mrk memanfaatkan MOMENT Palestina plus AJARAN Kebencian utk melakukan BOIKOT dan status HALAL.",negatif
"Gue biasanya klo temen gue konsum produk boikot gue tanya kamu tau ga produk ini diboikot? Trs dia jawab tau trs kami adu argumen gue kadang kaya udah cape yg penting udah ngasih tau. Tapi tdi Kaka sepupu gue makan KFC depan mata gue gue pengen nangis",negatif
"Ini kaya saling silang gak sih? Kek berkat boikot mcd KFC org beralih ke jatinangor. Jadi bantu para pekerja di jatinangor",positif
"So kena teruskan la boikot KFC",positif
"Wendys ni boikot ga yah gantiny kfc mcd yg ga boikot apaaa ges",netral
"ges mau nanya dong richeese sama kfc boikot ga??",netral
"@okezonenews @sosmedkeras Menurut gw mrk liat2 ig/tiktok tentang boikot mcd dan ada seseorang yg boikot itu mengatakan klo makan disitu sma sj memakan darah zionis mungkin mrk cma kesal aj karna ada org boikot sampe melakukan pemukulan sma org yg makan di mcd/kfc logika ga sih??",negatif
"anying padahal resto cikin di korea jg banyak berasa kiamat aja gak bisa boikot mcd kfc aneh",negatif
"Sejumlah Massa Aksi Solidaritas untuk Palestina Serukan Boikot di Depan Pintu KFC Cabang Kendari BACA SELENGKAPNYA DISINI ⬇️⬇️⬇️ https://t.co/XuEjuLEAnU",positif
"Bela Palestina bareng @Kemenhan_RI ini namanya baru jihad bukan nyuruh boikot Starbucks KFC dll yang justru menyengsarakan saudara2 kita yg kerja d franchise tsb https://t.co/r8IubOX4uP",positif
"Aku xpernah boikot KFC. tapi sejak ayam yang dipinta dh jadi burung puyuh aku stop beli KFC.. hahaha",positif
"Aku tim tetap boikot McD KFC Sbux dll walau dg dalih apapun tp lbh ke arah gak pny duit utk beli brg segitu Toh msh ada mknan lokal spt Hisana burger bangor/murder dll yg ga kalah enak kopi2an franchise lokal jg byk kok",positif
"Bermodalkan logika dangkal dia bilang BDS pro LGBT KFC dkk pro LGBT Maka BDS ga boikot mereka BDS gara-gara Pro LGBT.",negatif
"Gw boikot kfc karna empati sama korban genosida dan memilih beli ayam ke pedagang umkm. Masih mau nyalahin kustomer? Gua guyur pala lu!",positif
"kfc daftar yg harus di boikot juga kan?",netral
"Kaga elu dong njir wkwkwkwk gue boikot modelan mekdi KFC soalnya gue tiap makan itu pasti Aslam naik sama soda satu makanya gue berhenti minum itu habis gue ga makan sama minum itu jarang banget gue sakit maag",positif
"Dari dulu gue udh merasakan ini sebelum boikot. Buat gue menang nya franchise sbux mcd kfc bukan rasa tp lbh di fasilitas: 1. Di rest area/bandara pasti ada sbux dan kfc 2. Kalo ke kota lain ttp ada dan udah kenal rasanya jd ga gambling",positif
"@kadrunmampos lagian boikot boikot padahal yang boikot seumur umur blom pernah beli KFC / MACD / SBUCKS juga mentok nya teh anget ama gorengan di ARAB malah ngantri gini bingung juga yah",positif
"@bnsphrxyzzz Perasaan yg boikot teriak2 yg minum di sbux ama makan di kfc mereka semua peminum darah ama makan bayi palestina dah sekali di IYAiin ama bocil2 dongo malah tantrum semua gimana dah konsepnya",negatif
